Raw EMG - Pod01,Raw EMG - Pod02,Raw EMG - Pod03,Raw EMG - Pod04,Raw EMG - Pod05,Raw EMG - Pod06,Raw EMG - Pod07,Raw EMG - Pod08,Timestamp
0,-1,-9,-2,0,-3,1,15,2021-06-22 12:29:59.418
-2,5,0,2,-1,1,2,10,2021-06-22 12:29:59.430
-2,5,0,2,-1,1,2,10,2021-06-22 12:29:59.435
1,6,4,3,-1,0,-2,-18,2021-06-22 12:29:59.439
1,6,4,3,-1,0,-2,-18,2021-06-22 12:29:59.444
1,6,4,3,-1,0,-2,-18,2021-06-22 12:29:59.448
2,17,7,0,-2,0,-1,-28,2021-06-22 12:29:59.452
2,17,7,0,-2,0,-1,-28,2021-06-22 12:29:59.457
2,-9,10,-1,-1,-4,2,8,2021-06-22 12:29:59.461
2,-9,10,-1,-1,-4,2,8,2021-06-22 12:29:59.465
2,-9,10,-1,-1,-4,2,8,2021-06-22 12:29:59.468
10,-28,-27,-3,1,-2,-1,57,2021-06-22 12:29:59.472
-7,2,-3,-1,0,-2,0,12,2021-06-22 12:29:59.476
-7,2,-3,-1,0,-2,0,12,2021-06-22 12:29:59.479
-7,2,-3,-1,0,-2,0,12,2021-06-22 12:29:59.483
-7,2,-3,-1,0,-2,0,12,2021-06-22 12:29:59.487
-7,2,-3,-1,0,-2,0,12,2021-06-22 12:29:59.491
-4,-5,-1,-3,-2,-1,-1,-23,2021-06-22 12:29:59.496
-1,2,-31,-4,-3,-3,-5,-13,2021-06-22 12:29:59.500
-1,2,-31,-4,-3,-3,-5,-13,2021-06-22 12:29:59.504
-1,2,-31,-4,-3,-3,-5,-13,2021-06-22 12:29:59.507
2,-5,-2,2,1,0,4,11,2021-06-22 12:29:59.511
2,-5,-2,2,1,0,4,11,2021-06-22 12:29:59.515
2,-5,-2,2,1,0,4,11,2021-06-22 12:29:59.519
2,-5,-2,2,1,0,4,11,2021-06-22 12:29:59.523
-3,4,-5,1,-3,1,0,-5,2021-06-22 12:29:59.527
-3,4,-5,1,-3,1,0,-5,2021-06-22 12:29:59.531
-8,-7,5,1,-2,-1,2,-19,2021-06-22 12:29:59.535
-8,-7,5,1,-2,-1,2,-19,2021-06-22 12:29:59.539
-8,-7,5,1,-2,-1,2,-19,2021-06-22 12:29:59.543
-8,-7,5,1,-2,-1,2,-19,2021-06-22 12:29:59.547
-8,-7,5,1,-2,-1,2,-19,2021-06-22 12:29:59.551
0,0,22,0,-1,-3,-2,0,2021-06-22 12:29:59.555
3,-3,-9,1,-2,-1,-5,-4,2021-06-22 12:29:59.559
3,-3,-9,1,-2,-1,-5,-4,2021-06-22 12:29:59.563
3,-3,-9,1,-2,-1,-5,-4,2021-06-22 12:29:59.567
2,6,-2,0,0,1,0,3,2021-06-22 12:29:59.571
2,6,-2,0,0,1,0,3,2021-06-22 12:29:59.582
4,-1,3,-1,1,2,1,22,2021-06-22 12:29:59.590
0,-4,-1,1,-2,-6,-4,23,2021-06-22 12:29:59.594
0,-4,-1,1,-2,-6,-4,23,2021-06-22 12:29:59.598
0,-4,-1,1,-2,-6,-4,23,2021-06-22 12:29:59.603
0,-4,-1,1,-2,-6,-4,23,2021-06-22 12:29:59.606
0,-4,-1,1,-2,-6,-4,23,2021-06-22 12:29:59.610
2,-1,25,-1,0,-3,-2,0,2021-06-22 12:29:59.615
2,-1,25,-1,0,-3,-2,0,2021-06-22 12:29:59.618
-20,-1,1,-3,0,1,-7,-17,2021-06-22 12:29:59.623
-20,-1,1,-3,0,1,-7,-17,2021-06-22 12:29:59.627
-3,4,18,1,-3,-1,-7,-9,2021-06-22 12:29:59.631
-3,4,18,1,-3,-1,-7,-9,2021-06-22 12:29:59.635
6,7,21,1,-1,-3,-6,-36,2021-06-22 12:29:59.639
6,7,21,1,-1,-3,-6,-36,2021-06-22 12:29:59.644
6,7,21,1,-1,-3,-6,-36,2021-06-22 12:29:59.649
-3,-8,4,-2,-1,-1,1,21,2021-06-22 12:29:59.652
9,0,12,0,4,5,3,1,2021-06-22 12:29:59.656
9,0,12,0,4,5,3,1,2021-06-22 12:29:59.660
9,0,12,0,4,5,3,1,2021-06-22 12:29:59.665
9,0,12,0,4,5,3,1,2021-06-22 12:29:59.669
9,0,12,0,4,5,3,1,2021-06-22 12:29:59.673
2,-3,-13,0,-2,-2,1,-2,2021-06-22 12:29:59.677
2,-3,-13,0,-2,-2,1,-2,2021-06-22 12:29:59.681
2,-3,-13,0,-2,-2,1,-2,2021-06-22 12:29:59.685
-10,2,-6,0,-1,1,0,-33,2021-06-22 12:29:59.689
-10,2,-6,0,-1,1,0,-33,2021-06-22 12:29:59.694
-8,-5,-1,-2,1,-1,1,10,2021-06-22 12:29:59.698
-8,-5,-1,-2,1,-1,1,10,2021-06-22 12:29:59.703
-8,-5,-1,-2,1,-1,1,10,2021-06-22 12:29:59.706
-8,-5,-1,-2,1,-1,1,10,2021-06-22 12:29:59.710
0,-4,-2,3,-1,-1,-4,13,2021-06-22 12:29:59.714
0,-4,-2,3,-1,-1,-4,13,2021-06-22 12:29:59.717
0,-4,-2,3,-1,-1,-4,13,2021-06-22 12:29:59.722
0,-4,-2,3,-1,-1,-4,13,2021-06-22 12:29:59.734
2,5,-1,-3,-2,0,1,3,2021-06-22 12:29:59.744
2,5,-1,-3,-2,0,1,3,2021-06-22 12:29:59.748
2,5,-1,-3,-2,0,1,3,2021-06-22 12:29:59.753
2,5,-1,-3,-2,0,1,3,2021-06-22 12:29:59.756
-5,-5,-1,-4,-2,-1,1,-21,2021-06-22 12:29:59.761
-5,-5,-1,-4,-2,-1,1,-21,2021-06-22 12:29:59.765
-5,-5,-1,-4,-2,-1,1,-21,2021-06-22 12:29:59.768
-1,6,4,0,-3,-2,-2,-58,2021-06-22 12:29:59.773
-1,6,4,0,-3,-2,-2,-58,2021-06-22 12:29:59.777
-1,6,4,0,-3,-2,-2,-58,2021-06-22 12:29:59.781
-1,6,4,0,-3,-2,-2,-58,2021-06-22 12:29:59.785
-1,6,4,0,-3,-2,-2,-58,2021-06-22 12:29:59.790
-1,6,4,0,-3,-2,-2,-58,2021-06-22 12:29:59.795
-7,-8,-16,-4,-2,1,-1,10,2021-06-22 12:29:59.799
-7,-8,-16,-4,-2,1,-1,10,2021-06-22 12:29:59.803
-7,-8,-16,-4,-2,1,-1,10,2021-06-22 12:29:59.807
-7,-8,-16,-4,-2,1,-1,10,2021-06-22 12:29:59.811
-7,-8,-16,-4,-2,1,-1,10,2021-06-22 12:29:59.815
1,-2,-11,-1,2,-1,11,18,2021-06-22 12:29:59.820
1,-2,-11,-1,2,-1,11,18,2021-06-22 12:29:59.824
1,-2,-11,-1,2,-1,11,18,2021-06-22 12:29:59.828
-4,-1,22,2,-1,-4,0,-2,2021-06-22 12:29:59.832
0,-3,5,0,0,1,1,28,2021-06-22 12:29:59.837
0,-3,5,0,0,1,1,28,2021-06-22 12:29:59.842
0,-3,5,0,0,1,1,28,2021-06-22 12:29:59.846
0,-3,5,0,0,1,1,28,2021-06-22 12:29:59.851
0,-3,5,0,0,1,1,28,2021-06-22 12:29:59.855
6,5,-4,0,2,-3,1,0,2021-06-22 12:29:59.859
6,5,-4,0,2,-3,1,0,2021-06-22 12:29:59.864
6,5,-4,0,2,-3,1,0,2021-06-22 12:29:59.867
6,5,-4,0,2,-3,1,0,2021-06-22 12:29:59.871
0,-1,-22,-2,-3,0,-10,14,2021-06-22 12:29:59.881
-5,-7,4,0,0,-1,-4,3,2021-06-22 12:29:59.894
-5,-7,4,0,0,-1,-4,3,2021-06-22 12:29:59.898
-5,-7,4,0,0,-1,-4,3,2021-06-22 12:29:59.902
-5,-7,4,0,0,-1,-4,3,2021-06-22 12:29:59.906
-5,-7,4,0,0,-1,-4,3,2021-06-22 12:29:59.910
-5,-7,4,0,0,-1,-4,3,2021-06-22 12:29:59.914
-4,-2,1,-2,-2,-2,-1,-16,2021-06-22 12:29:59.918
-4,-2,1,-2,-2,-2,-1,-16,2021-06-22 12:29:59.922
-4,-2,1,-2,-2,-2,-1,-16,2021-06-22 12:29:59.926
-4,-2,1,-2,-2,-2,-1,-16,2021-06-22 12:29:59.930
-4,-2,1,-2,-2,-2,-1,-16,2021-06-22 12:29:59.934
4,-3,29,-1,-2,-2,-2,-10,2021-06-22 12:29:59.938
4,-3,29,-1,-2,-2,-2,-10,2021-06-22 12:29:59.942
4,-3,29,-1,-2,-2,-2,-10,2021-06-22 12:29:59.946
4,-3,29,-1,-2,-2,-2,-10,2021-06-22 12:29:59.950
3,8,-9,1,-1,2,1,22,2021-06-22 12:29:59.954
3,8,-9,1,-1,2,1,22,2021-06-22 12:29:59.959
3,8,-9,1,-1,2,1,22,2021-06-22 12:29:59.963
3,8,-9,1,-1,2,1,22,2021-06-22 12:29:59.968
3,8,-9,1,-1,2,1,22,2021-06-22 12:29:59.972
0,1,-5,-3,2,0,-1,6,2021-06-22 12:29:59.976
0,1,-5,-3,2,0,-1,6,2021-06-22 12:29:59.984
0,1,-5,-3,2,0,-1,6,2021-06-22 12:29:59.988
0,1,-5,-3,2,0,-1,6,2021-06-22 12:29:59.992
0,1,-5,-3,2,0,-1,6,2021-06-22 12:29:59.996
0,0,-10,0,-3,-3,-2,-10,2021-06-22 12:30:00.000
0,0,-10,0,-3,-3,-2,-10,2021-06-22 12:30:00.005
0,0,-10,0,-3,-3,-2,-10,2021-06-22 12:30:00.010
-3,1,11,0,-1,-2,-1,-9,2021-06-22 12:30:00.015
-3,1,11,0,-1,-2,-1,-9,2021-06-22 12:30:00.020
-3,1,11,0,-1,-2,-1,-9,2021-06-22 12:30:00.024
-3,1,11,0,-1,-2,-1,-9,2021-06-22 12:30:00.028
-3,1,11,0,-1,-2,-1,-9,2021-06-22 12:30:00.033
5,10,-24,-3,0,0,2,5,2021-06-22 12:30:00.044
5,10,-24,-3,0,0,2,5,2021-06-22 12:30:00.049
5,10,-24,-3,0,0,2,5,2021-06-22 12:30:00.053
5,10,-24,-3,0,0,2,5,2021-06-22 12:30:00.057
3,-11,-3,-2,0,0,3,17,2021-06-22 12:30:00.061
-4,6,9,0,-2,-1,-3,-12,2021-06-22 12:30:00.065
-4,6,9,0,-2,-1,-3,-12,2021-06-22 12:30:00.069
0,9,-1,0,-2,0,2,-5,2021-06-22 12:30:00.074
0,9,-1,0,-2,0,2,-5,2021-06-22 12:30:00.078
0,9,-1,0,-2,0,2,-5,2021-06-22 12:30:00.082
0,9,-1,0,-2,0,2,-5,2021-06-22 12:30:00.086
0,9,-1,0,-2,0,2,-5,2021-06-22 12:30:00.089
0,9,-1,0,-2,0,2,-5,2021-06-22 12:30:00.093
-4,5,11,-4,-2,0,1,-13,2021-06-22 12:30:00.098
-4,5,11,-4,-2,0,1,-13,2021-06-22 12:30:00.102
-4,5,11,-4,-2,0,1,-13,2021-06-22 12:30:00.105
-4,5,11,-4,-2,0,1,-13,2021-06-22 12:30:00.110
-4,5,11,-4,-2,0,1,-13,2021-06-22 12:30:00.114
-3,1,-8,0,2,2,-2,5,2021-06-22 12:30:00.119
-3,1,-8,0,2,2,-2,5,2021-06-22 12:30:00.123
-3,1,-8,0,2,2,-2,5,2021-06-22 12:30:00.128
1,-4,-25,-1,-3,0,-1,-6,2021-06-22 12:30:00.132
1,-11,-4,-1,2,-2,3,28,2021-06-22 12:30:00.136
1,-11,-4,-1,2,-2,3,28,2021-06-22 12:30:00.140
1,-11,-4,-1,2,-2,3,28,2021-06-22 12:30:00.145
1,-11,-4,-1,2,-2,3,28,2021-06-22 12:30:00.149
1,-11,-4,-1,2,-2,3,28,2021-06-22 12:30:00.153
2,-8,4,5,-4,-3,-3,0,2021-06-22 12:30:00.157
2,-8,4,5,-4,-3,-3,0,2021-06-22 12:30:00.161
2,-8,4,5,-4,-3,-3,0,2021-06-22 12:30:00.165
2,-8,4,5,-4,-3,-3,0,2021-06-22 12:30:00.169
2,-8,4,5,-4,-3,-3,0,2021-06-22 12:30:00.173
-4,10,-13,-1,1,-2,1,5,2021-06-22 12:30:00.178
-3,1,3,-4,-2,2,-1,-8,2021-06-22 12:30:00.182
-3,1,3,-4,-2,2,-1,-8,2021-06-22 12:30:00.186
-4,4,25,-1,-2,2,8,1,2021-06-22 12:30:00.197
-1,4,34,0,2,-3,-4,-4,2021-06-22 12:30:00.201
-1,4,34,0,2,-3,-4,-4,2021-06-22 12:30:00.205
-1,4,34,0,2,-3,-4,-4,2021-06-22 12:30:00.209
-1,4,34,0,2,-3,-4,-4,2021-06-22 12:30:00.214
-2,-1,7,-3,-3,-1,2,-11,2021-06-22 12:30:00.219
-2,-1,7,-3,-3,-1,2,-11,2021-06-22 12:30:00.223
-2,-1,7,-3,-3,-1,2,-11,2021-06-22 12:30:00.227
-2,-1,7,-3,-3,-1,2,-11,2021-06-22 12:30:00.231
-2,-1,7,-3,-3,-1,2,-11,2021-06-22 12:30:00.235
1,3,-1,1,1,-3,-4,12,2021-06-22 12:30:00.239
-6,8,7,3,2,1,0,-10,2021-06-22 12:30:00.243
-6,8,7,3,2,1,0,-10,2021-06-22 12:30:00.248
7,-3,3,1,1,1,0,12,2021-06-22 12:30:00.252
7,-3,3,1,1,1,0,12,2021-06-22 12:30:00.256
7,-3,3,1,1,1,0,12,2021-06-22 12:30:00.259
-3,-7,32,1,-1,-2,-1,-11,2021-06-22 12:30:00.263
-3,-7,32,1,-1,-2,-1,-11,2021-06-22 12:30:00.267
-3,-7,32,1,-1,-2,-1,-11,2021-06-22 12:30:00.271
-4,-3,10,0,-1,-2,-3,-20,2021-06-22 12:30:00.275
-1,1,-3,-4,-1,-1,-2,23,2021-06-22 12:30:00.280
-1,1,-3,-4,-1,-1,-2,23,2021-06-22 12:30:00.284
-1,1,-3,-4,-1,-1,-2,23,2021-06-22 12:30:00.288
-1,1,-3,-4,-1,-1,-2,23,2021-06-22 12:30:00.292
-1,1,-3,-4,-1,-1,-2,23,2021-06-22 12:30:00.296
-2,-1,-19,0,-2,-2,-4,-8,2021-06-22 12:30:00.300
-2,-1,-19,0,-2,-2,-4,-8,2021-06-22 12:30:00.304
-2,-1,-19,0,-2,-2,-4,-8,2021-06-22 12:30:00.308
0,-6,0,-3,-3,-2,-2,-8,2021-06-22 12:30:00.313
0,-6,0,-3,-3,-2,-2,-8,2021-06-22 12:30:00.317
-19,4,8,0,-6,-2,-3,-33,2021-06-22 12:30:00.321
-19,4,8,0,-6,-2,-3,-33,2021-06-22 12:30:00.325
-19,4,8,0,-6,-2,-3,-33,2021-06-22 12:30:00.329
-19,4,8,0,-6,-2,-3,-33,2021-06-22 12:30:00.333
2,10,-5,2,-2,3,1,-2,2021-06-22 12:30:00.338
2,10,-5,2,-2,3,1,-2,2021-06-22 12:30:00.349
2,10,-5,2,-2,3,1,-2,2021-06-22 12:30:00.353
2,10,-5,2,-2,3,1,-2,2021-06-22 12:30:00.356
1,4,0,0,2,0,2,13,2021-06-22 12:30:00.361
1,4,0,0,2,0,2,13,2021-06-22 12:30:00.365
1,4,0,0,2,0,2,13,2021-06-22 12:30:00.369
4,-13,7,-3,2,0,2,15,2021-06-22 12:30:00.373
4,-13,7,-3,2,0,2,15,2021-06-22 12:30:00.377
-2,-9,-6,1,-1,-4,-3,7,2021-06-22 12:30:00.384
-2,-9,-6,1,-1,-4,-3,7,2021-06-22 12:30:00.388
-2,-9,-6,1,-1,-4,-3,7,2021-06-22 12:30:00.392
1,-4,20,-1,-2,0,1,-2,2021-06-22 12:30:00.396
-6,-6,-10,0,-1,-2,-3,-4,2021-06-22 12:30:00.400
-6,-6,-10,0,-1,-2,-3,-4,2021-06-22 12:30:00.404
-6,-6,-10,0,-1,-2,-3,-4,2021-06-22 12:30:00.408
-6,-6,-10,0,-1,-2,-3,-4,2021-06-22 12:30:00.412
-6,-6,-10,0,-1,-2,-3,-4,2021-06-22 12:30:00.416
2,4,-12,-2,-2,1,-2,-27,2021-06-22 12:30:00.420
2,4,-12,-2,-2,1,-2,-27,2021-06-22 12:30:00.425
2,4,-12,-2,-2,1,-2,-27,2021-06-22 12:30:00.429
-2,-1,3,-2,-1,-1,1,-3,2021-06-22 12:30:00.433
-2,-1,3,-2,-1,-1,1,-3,2021-06-22 12:30:00.437
1,0,8,1,0,0,5,24,2021-06-22 12:30:00.441
1,0,8,1,0,0,5,24,2021-06-22 12:30:00.445
1,0,8,1,0,0,5,24,2021-06-22 12:30:00.449
1,0,8,1,0,0,5,24,2021-06-22 12:30:00.453
1,6,-19,1,0,-2,-3,13,2021-06-22 12:30:00.457
1,6,-19,1,0,-2,-3,13,2021-06-22 12:30:00.461
1,6,-19,1,0,-2,-3,13,2021-06-22 12:30:00.466
1,6,-19,1,0,-2,-3,13,2021-06-22 12:30:00.470
1,6,-19,1,0,-2,-3,13,2021-06-22 12:30:00.474
0,-2,-10,1,1,0,1,12,2021-06-22 12:30:00.478
5,3,-26,0,0,0,5,-18,2021-06-22 12:30:00.483
5,3,-26,0,0,0,5,-18,2021-06-22 12:30:00.486
5,3,-26,0,0,0,5,-18,2021-06-22 12:30:00.490
0,-7,6,-2,0,0,1,-1,2021-06-22 12:30:00.502
0,-7,6,-2,0,0,1,-1,2021-06-22 12:30:00.505
0,-7,6,-2,0,0,1,-1,2021-06-22 12:30:00.509
0,-7,6,-2,0,0,1,-1,2021-06-22 12:30:00.513
3,-7,5,0,-1,-3,-2,5,2021-06-22 12:30:00.518
3,-7,5,0,-1,-3,-2,5,2021-06-22 12:30:00.522
3,-7,5,0,-1,-3,-2,5,2021-06-22 12:30:00.526
3,-7,5,0,-1,-3,-2,5,2021-06-22 12:30:00.530
3,-7,5,0,-1,-3,-2,5,2021-06-22 12:30:00.535
-2,-1,15,0,-3,1,2,23,2021-06-22 12:30:00.540
-2,-1,15,0,-3,1,2,23,2021-06-22 12:30:00.545
-2,-1,15,0,-3,1,2,23,2021-06-22 12:30:00.549
-2,-4,-10,-2,-2,-2,1,14,2021-06-22 12:30:00.553
-2,-4,-10,-2,-2,-2,1,14,2021-06-22 12:30:00.557
0,-4,-3,-6,1,-1,-4,33,2021-06-22 12:30:00.561
0,-4,-3,-6,1,-1,-4,33,2021-06-22 12:30:00.566
0,-4,-3,-6,1,-1,-4,33,2021-06-22 12:30:00.570
-5,1,-10,-5,0,0,1,-8,2021-06-22 12:30:00.575
2,0,-11,0,0,-2,0,-1,2021-06-22 12:30:00.579
2,0,-11,0,0,-2,0,-1,2021-06-22 12:30:00.583
2,0,-11,0,0,-2,0,-1,2021-06-22 12:30:00.587
2,0,-11,0,0,-2,0,-1,2021-06-22 12:30:00.591
2,0,-11,0,0,-2,0,-1,2021-06-22 12:30:00.596
-6,3,-1,3,1,1,0,-2,2021-06-22 12:30:00.599
-6,3,-1,3,1,1,0,-2,2021-06-22 12:30:00.603
-6,3,-1,3,1,1,0,-2,2021-06-22 12:30:00.607
-6,3,-1,3,1,1,0,-2,2021-06-22 12:30:00.611
0,0,8,2,0,-3,-3,-7,2021-06-22 12:30:00.615
0,0,8,2,0,-3,-3,-7,2021-06-22 12:30:00.619
2,-7,-19,-2,0,0,-1,-8,2021-06-22 12:30:00.623
2,-7,-19,-2,0,0,-1,-8,2021-06-22 12:30:00.627
2,-7,-19,-2,0,0,-1,-8,2021-06-22 12:30:00.632
-9,-1,18,-1,-1,0,1,-11,2021-06-22 12:30:00.636
3,-5,40,-2,-1,-1,-3,-17,2021-06-22 12:30:00.641
3,-5,40,-2,-1,-1,-3,-17,2021-06-22 12:30:00.653
3,-5,40,-2,-1,-1,-3,-17,2021-06-22 12:30:00.657
-3,-3,-4,0,-5,0,0,-10,2021-06-22 12:30:00.661
-3,-3,-4,0,-5,0,0,-10,2021-06-22 12:30:00.666
-3,-3,-4,0,-5,0,0,-10,2021-06-22 12:30:00.671
-3,-3,-4,0,-5,0,0,-10,2021-06-22 12:30:00.675
-3,-3,-4,0,-5,0,0,-10,2021-06-22 12:30:00.680
2,-4,-9,-3,0,1,2,0,2021-06-22 12:30:00.684
2,-4,-9,-3,0,1,2,0,2021-06-22 12:30:00.689
2,-4,-9,-3,0,1,2,0,2021-06-22 12:30:00.693
-1,-2,-13,-1,3,-3,-2,0,2021-06-22 12:30:00.697
-1,-2,-13,-1,3,-3,-2,0,2021-06-22 12:30:00.701
-1,-2,-13,-1,3,-3,-2,0,2021-06-22 12:30:00.705
-1,-2,-13,-1,3,-3,-2,0,2021-06-22 12:30:00.709
-1,-2,-13,-1,3,-3,-2,0,2021-06-22 12:30:00.713
-1,-2,-13,-1,3,-3,-2,0,2021-06-22 12:30:00.717
-2,-2,-6,1,-4,1,-1,20,2021-06-22 12:30:00.722
-2,-2,-6,1,-4,1,-1,20,2021-06-22 12:30:00.726
-2,-2,-6,1,-4,1,-1,20,2021-06-22 12:30:00.731
-2,-2,-6,1,-4,1,-1,20,2021-06-22 12:30:00.736
0,-2,2,1,0,-2,0,7,2021-06-22 12:30:00.740
-1,7,-9,3,3,-2,0,0,2021-06-22 12:30:00.745
-1,7,-9,3,3,-2,0,0,2021-06-22 12:30:00.749
-1,7,-9,3,3,-2,0,0,2021-06-22 12:30:00.753
-1,-9,-18,0,-2,1,-2,3,2021-06-22 12:30:00.757
-3,-1,21,-3,-2,-2,-2,-11,2021-06-22 12:30:00.762
-3,-1,21,-3,-2,-2,-2,-11,2021-06-22 12:30:00.766
-3,-1,21,-3,-2,-2,-2,-11,2021-06-22 12:30:00.770
-3,-1,21,-3,-2,-2,-2,-11,2021-06-22 12:30:00.774
7,0,1,-2,0,-2,0,2,2021-06-22 12:30:00.778
2,4,-9,-2,-1,0,-2,-4,2021-06-22 12:30:00.786
2,4,-9,-2,-1,0,-2,-4,2021-06-22 12:30:00.791
2,4,-9,-2,-1,0,-2,-4,2021-06-22 12:30:00.795
-3,5,-17,-5,-3,-2,-2,-2,2021-06-22 12:30:00.806
-3,5,-17,-5,-3,-2,-2,-2,2021-06-22 12:30:00.810
-3,5,-17,-5,-3,-2,-2,-2,2021-06-22 12:30:00.814
-7,11,-2,-1,-1,-2,-4,-43,2021-06-22 12:30:00.818
-3,-1,7,-4,0,-3,0,0,2021-06-22 12:30:00.822
-3,-1,7,-4,0,-3,0,0,2021-06-22 12:30:00.826
-3,-1,7,-4,0,-3,0,0,2021-06-22 12:30:00.830
-3,-1,7,-4,0,-3,0,0,2021-06-22 12:30:00.834
0,-6,-2,0,1,2,0,6,2021-06-22 12:30:00.839
-3,4,8,0,-3,-2,-2,-4,2021-06-22 12:30:00.843
-3,4,8,0,-3,-2,-2,-4,2021-06-22 12:30:00.847
-3,4,8,0,-3,-2,-2,-4,2021-06-22 12:30:00.850
-3,4,8,0,-3,-2,-2,-4,2021-06-22 12:30:00.855
-3,4,8,0,-3,-2,-2,-4,2021-06-22 12:30:00.859
-3,0,28,-1,0,-1,2,-2,2021-06-22 12:30:00.863
-3,0,28,-1,0,-1,2,-2,2021-06-22 12:30:00.867
-3,0,28,-1,0,-1,2,-2,2021-06-22 12:30:00.871
-3,-1,10,-2,-1,0,1,5,2021-06-22 12:30:00.875
-3,-1,10,-2,-1,0,1,5,2021-06-22 12:30:00.879
-1,-2,-16,-5,0,1,-2,-5,2021-06-22 12:30:00.883
-1,-2,-16,-5,0,1,-2,-5,2021-06-22 12:30:00.887
-1,-2,-16,-5,0,1,-2,-5,2021-06-22 12:30:00.892
-1,-2,-16,-5,0,1,-2,-5,2021-06-22 12:30:00.897
-1,-1,-4,2,-2,1,-2,-1,2021-06-22 12:30:00.900
-1,-1,-4,2,-2,1,-2,-1,2021-06-22 12:30:00.905
-1,-1,-4,2,-2,1,-2,-1,2021-06-22 12:30:00.910
-1,-1,-4,2,-2,1,-2,-1,2021-06-22 12:30:00.914
-1,-1,-4,2,-2,1,-2,-1,2021-06-22 12:30:00.918
-4,-2,-14,-2,2,1,0,2,2021-06-22 12:30:00.923
-4,-2,-14,-2,2,1,0,2,2021-06-22 12:30:00.927
-4,-2,-14,-2,2,1,0,2,2021-06-22 12:30:00.931
0,-1,1,2,-4,-1,1,5,2021-06-22 12:30:00.935
0,-1,1,2,-4,-1,1,5,2021-06-22 12:30:00.939
-4,-6,-24,3,-3,0,-2,-2,2021-06-22 12:30:00.943
-4,-6,-24,3,-3,0,-2,-2,2021-06-22 12:30:00.948
-4,-6,-24,3,-3,0,-2,-2,2021-06-22 12:30:00.960
-4,-6,-24,3,-3,0,-2,-2,2021-06-22 12:30:00.964
0,0,35,2,-4,0,1,0,2021-06-22 12:30:00.968
0,0,35,2,-4,0,1,0,2021-06-22 12:30:00.972
0,0,35,2,-4,0,1,0,2021-06-22 12:30:00.976
0,-2,-9,3,4,0,-1,2,2021-06-22 12:30:00.980
1,-7,8,-1,-2,-3,0,-3,2021-06-22 12:30:00.984
1,-7,8,-1,-2,-3,0,-3,2021-06-22 12:30:00.988
1,-7,8,-1,-2,-3,0,-3,2021-06-22 12:30:00.993
1,5,-9,2,-2,0,-1,-2,2021-06-22 12:30:00.996
1,5,-9,2,-2,0,-1,-2,2021-06-22 12:30:01.001
0,3,-9,-4,1,-4,-1,2,2021-06-22 12:30:01.005
0,3,-9,-4,1,-4,-1,2,2021-06-22 12:30:01.009
0,3,-9,-4,1,-4,-1,2,2021-06-22 12:30:01.013
0,0,-7,0,-4,-5,0,1,2021-06-22 12:30:01.018
-3,-2,5,5,-2,0,-2,0,2021-06-22 12:30:01.022
-3,-2,5,5,-2,0,-2,0,2021-06-22 12:30:01.026
-3,-2,5,5,-2,0,-2,0,2021-06-22 12:30:01.029
-3,-2,5,5,-2,0,-2,0,2021-06-22 12:30:01.033
-3,-2,5,5,-2,0,-2,0,2021-06-22 12:30:01.037
4,1,32,7,4,-1,-1,-2,2021-06-22 12:30:01.041
-11,-3,12,-9,-8,-3,-4,-3,2021-06-22 12:30:01.046
-11,-3,12,-9,-8,-3,-4,-3,2021-06-22 12:30:01.050
-11,-3,12,-9,-8,-3,-4,-3,2021-06-22 12:30:01.054
-4,-5,-32,1,-1,-3,-2,1,2021-06-22 12:30:01.058
2,2,-21,-1,2,0,0,0,2021-06-22 12:30:01.062
2,2,-21,-1,2,0,0,0,2021-06-22 12:30:01.066
2,2,-21,-1,2,0,0,0,2021-06-22 12:30:01.071
2,2,-21,-1,2,0,0,0,2021-06-22 12:30:01.076
6,0,6,5,0,-3,-1,-1,2021-06-22 12:30:01.080
6,0,6,5,0,-3,-1,-1,2021-06-22 12:30:01.085
6,0,6,5,0,-3,-1,-1,2021-06-22 12:30:01.089
6,0,6,5,0,-3,-1,-1,2021-06-22 12:30:01.093
6,0,6,5,0,-3,-1,-1,2021-06-22 12:30:01.098
-2,2,40,-1,-5,-3,-4,-2,2021-06-22 12:30:01.110
-2,2,40,-1,-5,-3,-4,-2,2021-06-22 12:30:01.114
-3,-7,15,0,1,-2,-3,-23,2021-06-22 12:30:01.118
1,14,-19,4,2,2,-1,-2,2021-06-22 12:30:01.122
1,14,-19,4,2,2,-1,-2,2021-06-22 12:30:01.126
1,14,-19,4,2,2,-1,-2,2021-06-22 12:30:01.130
1,14,-19,4,2,2,-1,-2,2021-06-22 12:30:01.135
0,-7,1,-15,1,-4,-1,-6,2021-06-22 12:30:01.140
0,-7,1,-15,1,-4,-1,-6,2021-06-22 12:30:01.144
0,-7,1,-15,1,-4,-1,-6,2021-06-22 12:30:01.148
0,-7,1,-15,1,-4,-1,-6,2021-06-22 12:30:01.152
0,-7,1,-15,1,-4,-1,-6,2021-06-22 12:30:01.157
-12,-12,16,-22,-5,1,-3,0,2021-06-22 12:30:01.161
-12,-12,16,-22,-5,1,-3,0,2021-06-22 12:30:01.165
1,2,-14,2,-2,-1,0,-5,2021-06-22 12:30:01.168
1,2,-14,2,-2,-1,0,-5,2021-06-22 12:30:01.173
